identical_amino_acids,coancestry_distribution,convergent_evolution_distribution
2098,1688,594
2098,1653,594
2098,1707,592
2098,1702,588
2098,1717,556
2098,1682,590
2098,1720,618
2098,1693,589
2098,1710,586
2098,1686,581
2098,1677,587
2098,1706,608
2098,1710,586
2098,1713,596
2098,1664,580
2098,1711,599
2098,1700,566
2098,1700,593
2098,1675,586
2098,1724,590
2098,1701,572
2098,1672,579
2098,1714,624
2098,1706,603
2098,1713,579
2098,1727,611
2098,1703,593
2098,1671,565
2098,1710,581
2098,1723,581
2098,1667,591
2098,1692,611
2098,1697,614
2098,1700,600
2098,1690,560
2098,1712,587
2098,1688,599
2098,1682,583
2098,1667,559
2098,1692,600
2098,1727,577
2098,1687,607
2098,1684,573
2098,1700,577
2098,1684,545
2098,1661,619
2098,1712,562
2098,1703,614
2098,1736,615
2098,1686,578
2098,1693,607
2098,1693,589
2098,1689,604
2098,1692,608
2098,1716,592
2098,1705,604
2098,1698,581
2098,1693,586
2098,1702,581
2098,1679,563
2098,1718,597
2098,1717,574
2098,1697,559
2098,1692,564
2098,1712,555
2098,1718,585
2098,1707,590
2098,1690,579
2098,1705,595
2098,1689,587
2098,1709,574
2098,1708,597
2098,1691,541
2098,1678,600
2098,1723,574
2098,1668,570
2098,1683,608
2098,1697,596
2098,1708,575
2098,1698,591
2098,1721,583
2098,1687,596
2098,1712,561
2098,1711,579
2098,1718,606
2098,1715,585
2098,1721,571
2098,1680,561
2098,1712,612
2098,1668,581
2098,1674,583
2098,1699,581
2098,1689,605
2098,1679,612
2098,1702,576
2098,1665,598
2098,1706,568
2098,1700,593
2098,1708,565
2098,1688,572
2098,1707,577
2098,1688,585
2098,1686,604
2098,1721,584
2098,1706,561
2098,1665,576
2098,1651,605
2098,1700,619
2098,1713,607
2098,1690,592
2098,1720,602
2098,1725,584
2098,1684,595
2098,1660,586
2098,1706,595
2098,1710,582
2098,1665,593
2098,1681,563
2098,1668,600
2098,1683,565
2098,1654,567
2098,1739,585
2098,1685,595
2098,1709,572
2098,1669,594
2098,1688,591
2098,1695,567
2098,1697,583
2098,1704,584
2098,1710,563
2098,1697,584
2098,1714,601
2098,1720,561
2098,1670,591
2098,1723,595
2098,1687,576
2098,1711,568
2098,1666,583
2098,1673,570
2098,1720,587
2098,1684,588
2098,1702,575
2098,1671,596
2098,1714,612
2098,1697,581
2098,1679,586
2098,1681,550
2098,1708,571
